id,command_name,base_state_name,pose_blend,type,state_group,category,start_blend_time,end_blend_time
1071,take06_02,take06_02,1,0,2,0,2300,1600
1072,cellphone01_01,cellphone01_01,1,0,2,0,2300,1600
1073,cellphone01_02,cellphone01_02,1,0,2,0,2300,1600
1074,cellphone01_03,cellphone01_03,1,0,2,0,2300,1600
1075,drinkglassA01_01,drinkglassA01_01,1,0,2,0,2300,1600
1076,drinkglassA01_02,drinkglassA01_02,1,0,2,0,2300,1600
1077,hopeunique01,hopeunique01,1,0,2,0,2300,1600
1078,walkbook01,walkbook01,1,0,4,0,2300,1600
1079,walkbook02,walkbook02,1,0,4,0,2300,1600
1080,walkbook03,walkbook03,1,0,4,0,2300,1600
1081,bookwrite01_01,bookwrite01_01,1,0,2,0,2300,1600
1082,bookwrite01_02,bookwrite01_02,1,0,2,0,2300,1600
1083,lantern01_01,lantern01_01,1,0,2,0,2300,1600
1084,takerun01,takerun01,1,0,2,0,2300,1600
1085,tekagami04_01,tekagami04_01,1,0,2,0,2300,1600
1086,cracker01_01,cracker01_01,1,0,2,0,2300,1600
1087,cracker01_02,cracker01_02,1,0,2,0,2300,1600
1088,present_up03,present_up03,1,0,2,0,2300,1600
1089,push04,push04,1,0,2,0,2300,1600
1090,laugh13,laugh13,1,0,2,0,2300,1600
1091,phonehope01,phonehope01,1,0,2,0,2300,1600
1092,dance_glu01,dance_glu01,1,0,2,0,2300,1600
1093,dance_glu02,dance_glu02,1,0,4,0,2300,1600
1094,book05_03,book05_03,1,0,2,0,2300,1600
1095,walk04,walk04,1,0,4,0,2300,1600
1096,sad04,sad04,1,0,2,0,2300,1600
1097,surprise15,surprise15,1,0,2,0,2300,1600
1098,shy10,shy10,1,0,2,0,2300,1600
1099,check13,check13,1,0,2,0,2300,1600
1100,bow14,bow14,1,0,2,0,2300,1600
1101,phonepicture01_01,phonepicture01_01,1,0,2,0,2300,1600
1102,phonepicture02_01,phonepicture02_01,1,0,2,0,2300,1600
1103,laugh14,laugh14,1,0,2,0,2300,1600
1104,sword01,sword01,1,0,2,0,2300,1600
1105,guard06,guard06,1,0,2,0,2300,1600
1106,takewalk01,takewalk01,1,0,4,0,2300,1600
1107,walk05,walk05,1,0,4,0,2300,1600
1108,card02_01,card02_01,1,0,2,0,2300,1600
1109,card02_02,card02_02,1,0,2,0,2300,1600
1110,fruits01_01,fruits01_01,1,0,2,0,2300,1600
1111,fruits01_02,fruits01_02,1,0,4,0,2300,1600
1112,dance21,dance21,1,0,2,0,2300,1600
1113,tired09,tired09,1,0,2,0,2300,1600
1114,cane01_01,cane01_01,1,0,4,0,2300,1600
1115,walkcane01_01,walkcane01_01,1,0,4,0,2300,1600
1116,walkcane01_02,walkcane01_02,1,0,0,0,2300,1600
1117,walkcane01_03,walkcane01_03,1,0,0,0,2300,1600
1118,tekagami04_02,tekagami04_02,1,0,2,0,2300,1600
1119,sing06,sing06,1,0,2,0,2300,1600
1120,sing07,sing07,1,0,2,0,2300,1600
1121,teacup01_01,teacup01_01,1,0,2,0,2300,1600
1122,teacup01_02,teacup01_02,1,0,2,0,2300,1600
1123,drinkmugB03_01,drinkmugB03_01,1,0,2,0,2300,1600
1124,serving01_01,serving01_01,1,0,2,0,2300,1600
1125,serving01_02,serving01_02,1,0,2,0,2300,1600
1126,serving02,serving02,1,0,2,0,2300,1600
1127,cook04_01,cook04_01,1,0,2,0,2300,1600
1128,phonelook05_01,phonelook05_01,1,0,4,0,2300,1600
1129,runcome01,runcome01,1,0,0,0,2300,1600
1130,pain08,pain08,1,0,2,0,2300,1600
1131,run09,run09,1,0,4,0,2300,1600
1132,puppet01_01,puppet01_01,1,0,2,0,2300,1600
1133,puppet01_02,puppet01_02,1,0,2,0,2300,1600
1134,joke08,joke08,1,0,2,0,2300,1600
1135,come06,come06,1,0,2,0,2300,1600
1136,throw01,throw01,1,0,2,0,2300,1600
1137,gameplay01_01,gameplay01_01,1,0,2,0,2300,1600
1138,gameplay01_02,gameplay01_02,1,0,2,0,2300,1600
1139,gameplay01_03,gameplay01_03,1,0,2,0,2300,1600
1140,gameplay01_04,gameplay01_04,1,0,2,0,2300,1600
1141,moonwalk01_01,moonwalk01_01,1,0,2,0,2300,1600
1142,moonwalk01_02,moonwalk01_02,1,0,0,0,2300,1600
1143,tired10,tired10,1,0,2,0,2300,1600
1144,think15,think15,1,0,2,0,2300,1600
1145,breath01,breath01,1,0,2,0,2300,1600
1146,ikaku06,ikaku06,1,0,2,0,2300,1600
1147,walk06,walk06,1,0,4,0,2300,1600
1148,training01,training01,1,0,2,0,2300,1600
1149,dance_wts01,dance_wts01,1,0,2,0,2300,1600
1186,topin02,topin02,1,0,2,0,2300,1600
