factor_id,factor_group_id,rarity,grade,factor_type,effect_group_id,start_date,end_date
10450101,104501,1,2,3,31,1483196400,2524575600
10450102,104501,2,2,3,32,1483196400,2524575600
10450103,104501,3,2,3,33,1483196400,2524575600
10450201,104502,1,2,3,31,1483196400,2524575600
10450202,104502,2,2,3,32,1483196400,2524575600
10450203,104502,3,2,3,33,1483196400,2524575600
10460101,104601,1,2,3,31,1483196400,2524575600
10460102,104601,2,2,3,32,1483196400,2524575600
10460103,104601,3,2,3,33,1483196400,2524575600
10460201,104602,1,2,3,31,1483196400,2524575600
10460202,104602,2,2,3,32,1483196400,2524575600
10460203,104602,3,2,3,33,1483196400,2524575600
10470101,104701,1,2,3,31,1483196400,2524575600
10470102,104701,2,2,3,32,1483196400,2524575600
10470103,104701,3,2,3,33,1483196400,2524575600
10480101,104801,1,2,3,31,1483196400,2524575600
10480102,104801,2,2,3,32,1483196400,2524575600
10480103,104801,3,2,3,33,1483196400,2524575600
10490101,104901,1,2,3,31,1483196400,2524575600
10490102,104901,2,2,3,32,1483196400,2524575600
10490103,104901,3,2,3,33,1483196400,2524575600
10500101,105001,1,2,3,31,1483196400,2524575600
10500102,105001,2,2,3,32,1483196400,2524575600
10500103,105001,3,2,3,33,1483196400,2524575600
10500201,105002,1,2,3,31,1483196400,2524575600
10500202,105002,2,2,3,32,1483196400,2524575600
10500203,105002,3,2,3,33,1483196400,2524575600
10510101,105101,1,2,3,31,1483196400,2524575600
10510102,105101,2,2,3,32,1483196400,2524575600
10510103,105101,3,2,3,33,1483196400,2524575600
10520101,105201,1,2,3,31,1483196400,2524575600
10520102,105201,2,2,3,32,1483196400,2524575600
10520103,105201,3,2,3,33,1483196400,2524575600
10520201,105202,1,2,3,31,1483196400,2524575600
10520202,105202,2,2,3,32,1483196400,2524575600
10520203,105202,3,2,3,33,1483196400,2524575600
10530101,105301,1,2,3,31,1483196400,2524575600
10530102,105301,2,2,3,32,1483196400,2524575600
10530103,105301,3,2,3,33,1483196400,2524575600
10560101,105601,1,2,3,31,1483196400,2524575600
10560102,105601,2,2,3,32,1483196400,2524575600
10560103,105601,3,2,3,33,1483196400,2524575600
10560201,105602,1,2,3,31,1483196400,2524575600
10560202,105602,2,2,3,32,1483196400,2524575600
10560203,105602,3,2,3,33,1483196400,2524575600
10570101,105701,1,2,3,31,1483196400,2524575600
10570102,105701,2,2,3,32,1483196400,2524575600
10570103,105701,3,2,3,33,1483196400,2524575600
10580101,105801,1,2,3,31,1483196400,2524575600
10580102,105801,2,2,3,32,1483196400,2524575600
10580103,105801,3,2,3,33,1483196400,2524575600
10580201,105802,1,2,3,31,1483196400,2524575600
10580202,105802,2,2,3,32,1483196400,2524575600
10580203,105802,3,2,3,33,1483196400,2524575600
10590101,105901,1,2,3,31,1483196400,2524575600
10590102,105901,2,2,3,32,1483196400,2524575600
10590103,105901,3,2,3,33,1483196400,2524575600
10590201,105902,1,2,3,31,1483196400,2524575600
10590202,105902,2,2,3,32,1483196400,2524575600
10590203,105902,3,2,3,33,1483196400,2524575600
10600101,106001,1,2,3,31,1483196400,2524575600
10600102,106001,2,2,3,32,1483196400,2524575600
10600103,106001,3,2,3,33,1483196400,2524575600
10600201,106002,1,2,3,31,1483196400,2524575600
10600202,106002,2,2,3,32,1483196400,2524575600
10600203,106002,3,2,3,33,1483196400,2524575600
10610101,106101,1,2,3,31,1483196400,2524575600
10610102,106101,2,2,3,32,1483196400,2524575600
10610103,106101,3,2,3,33,1483196400,2524575600
10610201,106102,1,2,3,31,1483196400,2524575600
10610202,106102,2,2,3,32,1483196400,2524575600
10610203,106102,3,2,3,33,1483196400,2524575600
10620101,106201,1,2,3,31,1483196400,2524575600
10620102,106201,2,2,3,32,1483196400,2524575600
10620103,106201,3,2,3,33,1483196400,2524575600
10640101,106401,1,2,3,31,1483196400,2524575600
10640102,106401,2,2,3,32,1483196400,2524575600
10640103,106401,3,2,3,33,1483196400,2524575600
10650101,106501,1,2,3,31,1483196400,2524575600
10650102,106501,2,2,3,32,1483196400,2524575600
10650103,106501,3,2,3,33,1483196400,2524575600
10660101,106601,1,2,3,31,1483196400,2524575600
10660102,106601,2,2,3,32,1483196400,2524575600
10660103,106601,3,2,3,33,1483196400,2524575600
10670101,106701,1,2,3,31,1483196400,2524575600
10670102,106701,2,2,3,32,1483196400,2524575600
10670103,106701,3,2,3,33,1483196400,2524575600
10670201,106702,1,2,3,31,1483196400,2524575600
10670202,106702,2,2,3,32,1483196400,2524575600
10670203,106702,3,2,3,33,1483196400,2524575600
10680101,106801,1,2,3,31,1483196400,2524575600
10680102,106801,2,2,3,32,1483196400,2524575600
10680103,106801,3,2,3,33,1483196400,2524575600
10680201,106802,1,2,3,31,1483196400,2524575600
10680202,106802,2,2,3,32,1483196400,2524575600
10680203,106802,3,2,3,33,1483196400,2524575600
10690101,106901,1,2,3,31,1483196400,2524575600
10690102,106901,2,2,3,32,1483196400,2524575600
10690103,106901,3,2,3,33,1483196400,2524575600
10710101,107101,1,2,3,31,1483196400,2524575600
10710102,107101,2,2,3,32,1483196400,2524575600
10710103,107101,3,2,3,33,1483196400,2524575600
10720101,107201,1,2,3,31,1483196400,2524575600
10720102,107201,2,2,3,32,1483196400,2524575600
10720103,107201,3,2,3,33,1483196400,2524575600
10740101,107401,1,2,3,31,1483196400,2524575600
10740102,107401,2,2,3,32,1483196400,2524575600
10740103,107401,3,2,3,33,1483196400,2524575600
10780101,107801,1,2,3,31,1483196400,2524575600
10780102,107801,2,2,3,32,1483196400,2524575600
10780103,107801,3,2,3,33,1483196400,2524575600
10870101,108701,1,2,3,31,1483196400,2524575600
10870102,108701,2,2,3,32,1483196400,2524575600
10870103,108701,3,2,3,33,1483196400,2524575600
10980101,109801,1,2,3,31,1483196400,2524575600
10980102,109801,2,2,3,32,1483196400,2524575600
10980103,109801,3,2,3,33,1483196400,2524575600
10990101,109901,1,2,3,31,1483196400,2524575600
10990102,109901,2,2,3,32,1483196400,2524575600
10990103,109901,3,2,3,33,1483196400,2524575600
11000101,110001,1,2,3,31,1483196400,2524575600
11000102,110001,2,2,3,32,1483196400,2524575600
11000103,110001,3,2,3,33,1483196400,2524575600
