id,command,inequality,horse1,horse2,param1,param2
2070,4,0,0,0,14080,0
2071,4,0,0,0,14081,0
2072,4,0,0,0,14082,0
2073,4,0,0,0,14083,0
2074,4,0,0,0,14084,0
2075,4,0,0,0,14085,0
2076,4,0,0,0,14086,0
2077,4,0,0,0,14087,0
2078,4,0,0,0,14088,0
2079,4,0,0,0,14089,0
2080,4,0,0,0,14090,0
2081,4,0,0,0,14091,0
2082,4,0,0,0,14092,0
2083,4,0,0,0,14093,0
2084,4,0,0,0,14094,0
2085,4,0,0,0,14095,0
2086,4,0,0,0,14096,0
2087,4,0,0,0,14097,0
2088,4,0,0,0,14098,0
2089,4,0,0,0,14099,0
2090,4,0,0,0,14100,0
2091,4,0,0,0,14101,0
2092,4,0,0,0,14102,0
2093,4,0,0,0,14103,0
2094,4,0,0,0,14104,0
2095,4,0,0,0,14105,0
2096,4,0,0,0,14106,0
2097,4,0,0,0,14107,0
2098,4,0,0,0,14108,0
2099,4,0,0,0,14109,0
2100,4,0,0,0,14110,0
2101,4,0,0,0,14111,0
2102,4,0,0,0,14112,0
2103,4,0,0,0,14113,0
2104,4,0,0,0,14114,0
2105,4,0,0,0,14115,0
2106,4,0,0,0,14116,0
2107,4,0,0,0,14117,0
2108,4,0,0,0,14118,0
2109,4,0,0,0,14119,0
2110,4,0,0,0,14120,0
2111,4,0,0,0,14121,0
2112,4,0,0,0,14122,0
2113,4,0,0,0,14123,0
2114,4,0,0,0,14124,0
2115,4,0,0,0,14125,0
2116,4,0,0,0,14126,0
2117,4,0,0,0,14127,0
2118,4,0,0,0,14128,0
2119,4,0,0,0,14129,0
2120,4,0,0,0,14130,0
2121,4,0,0,0,14131,0
2122,4,0,0,0,14132,0
2123,4,0,0,0,14133,0
2124,4,0,0,0,14134,0
2125,4,0,0,0,14135,0
2126,4,0,0,0,14136,0
2127,4,0,0,0,14137,0
2128,4,0,0,0,14138,0
2129,4,0,0,0,14139,0
2130,4,0,0,0,14140,0
2131,4,0,0,0,14141,0
2132,4,0,0,0,14142,0
2133,4,0,0,0,14143,0
2134,4,0,0,0,14144,0
2135,4,0,0,0,14145,0
2136,4,0,0,0,14146,0
2137,4,0,0,0,14147,0
2138,4,0,0,0,14148,0
2139,4,0,0,0,14149,0
2140,4,0,0,0,14150,0
2141,4,0,0,0,14151,0
2142,4,0,0,0,14152,0
2143,4,0,0,0,14153,0
2144,4,0,0,0,14154,0
2145,4,0,0,0,14155,0
2146,4,0,0,0,14156,0
2147,4,0,0,0,14157,0
2148,4,0,0,0,14158,0
2149,4,0,0,0,14159,0
2150,4,0,0,0,14160,0
2151,4,0,0,0,14161,0
2152,4,0,0,0,14162,0
2153,4,0,0,0,14163,0
2154,4,0,0,0,14164,0
2155,33,0,1,0,1043,0
2157,58,1,0,0,186,0
2158,58,0,0,0,725,0
2159,58,1,0,0,725,0
2160,58,0,0,0,757,0
2161,58,1,0,0,102,0
2162,58,0,0,0,743,0
2163,58,0,0,0,748,0
2164,58,1,0,0,81,0
2165,33,0,1,0,1057,0
2166,33,0,1,0,1066,0
2167,4,0,0,0,3038,0
2168,55,4,10,0,0,350
2170,50,4,10,0,0,0
2171,50,3,10,0,0,0
