id,factor_group_id,effect_id,target_type,value_1,value_2
2093,103002,3,63,1,0
2095,103002,4,62,4,0
2096,103002,4,63,2,0
2097,103101,1,61,2,0
2098,103101,1,64,1,0
2099,103101,2,61,3,0
2100,103101,2,64,1,0
2101,103101,4,41,900311,3
2102,103101,3,61,4,0
2103,103101,3,64,1,0
2105,103101,4,61,4,0
2106,103101,4,64,2,0
2107,103201,1,61,2,0
2108,103201,1,64,1,0
2109,103201,2,61,3,0
2110,103201,2,64,1,0
2111,103201,4,41,900321,3
2112,103201,3,61,4,0
2113,103201,3,64,1,0
2115,103201,4,61,4,0
2116,103201,4,64,2,0
2117,103301,1,63,2,0
2118,103301,1,61,1,0
2119,103301,2,63,3,0
2120,103301,2,61,1,0
2121,103301,4,41,900331,3
2122,103301,3,63,4,0
2123,103301,3,61,1,0
2125,103301,4,63,4,0
2126,103301,4,61,2,0
2127,103401,1,63,2,0
2128,103401,1,62,1,0
2129,103401,2,63,3,0
2130,103401,2,62,1,0
2131,103401,4,41,900341,3
2132,103401,3,63,4,0
2133,103401,3,62,1,0
2135,103401,4,63,4,0
2136,103401,4,62,2,0
2137,103501,1,63,2,0
2138,103501,1,62,1,0
2139,103501,2,63,3,0
2140,103501,2,62,1,0
2141,103501,4,41,900351,3
2142,103501,3,63,4,0
2143,103501,3,62,1,0
2145,103501,4,63,4,0
2146,103501,4,62,2,0
2147,103701,1,65,2,0
2148,103701,1,63,1,0
2149,103701,2,65,3,0
2150,103701,2,63,1,0
2151,103701,4,41,900371,3
2152,103701,3,65,4,0
2153,103701,3,63,1,0
2155,103701,4,65,4,0
2156,103701,4,63,2,0
2157,103702,1,65,1,0
2158,103702,1,62,1,0
2159,103702,1,63,1,0
2160,103702,2,65,2,0
2161,103702,2,62,1,0
2162,103702,2,63,1,0
2163,103702,4,41,910371,3
2164,103702,3,65,2,0
2165,103702,3,62,2,0
2166,103702,3,63,1,0
2168,103702,4,65,2,0
2169,103702,4,62,2,0
2170,103702,4,63,2,0
2171,103801,1,63,2,0
2172,103801,1,61,1,0
2173,103801,2,63,3,0
2174,103801,2,61,1,0
2175,103801,4,41,900381,3
2176,103801,3,63,4,0
2177,103801,3,61,1,0
2179,103801,4,63,4,0
2180,103801,4,61,2,0
2181,103802,1,63,1,0
2182,103802,1,61,1,0
2183,103802,1,65,1,0
2184,103802,2,63,2,0
2185,103802,2,61,1,0
2186,103802,2,65,1,0
2187,103802,4,41,910381,3
2188,103802,3,63,2,0
2189,103802,3,61,2,0
2190,103802,3,65,1,0
2192,103802,4,63,2,0
2193,103802,4,61,2,0
2194,103802,4,65,2,0
2195,103901,1,64,2,0
2196,103901,1,63,1,0
2197,103901,2,64,3,0
2198,103901,2,63,1,0
2199,103901,4,41,900391,3
2200,103901,3,64,4,0
2201,103901,3,63,1,0
2203,103901,4,64,4,0
2204,103901,4,63,2,0
2205,104001,1,64,2,0
2206,104001,1,63,1,0
2207,104001,2,64,3,0
2208,104001,2,63,1,0
2209,104001,4,41,900401,3
2210,104001,3,64,4,0
2211,104001,3,63,1,0
2213,104001,4,64,4,0
2214,104001,4,63,2,0
2215,104002,1,65,1,0
2216,104002,1,63,1,0
2217,104002,1,61,1,0
2218,104002,2,65,2,0
2219,104002,2,63,1,0
2220,104002,2,61,1,0
2221,104002,4,41,910401,3
2222,104002,3,65,2,0
2223,104002,3,63,2,0
2224,104002,3,61,1,0
2226,104002,4,65,2,0
2227,104002,4,63,2,0
2228,104002,4,61,2,0
2229,104101,1,61,2,0
2230,104101,1,65,1,0
2231,104101,2,61,3,0
2232,104101,2,65,1,0
2233,104101,4,41,900411,3
2234,104101,3,61,4,0
2235,104101,3,65,1,0
2237,104101,4,61,4,0
2238,104101,4,65,2,0
2239,104401,1,63,2,0
2240,104401,1,61,1,0
2241,104401,2,63,3,0
2242,104401,2,61,1,0
2243,104401,4,41,900441,3
2244,104401,3,63,4,0
2245,104401,3,61,1,0
2247,104401,4,63,4,0
2248,104401,4,61,2,0
2249,104501,1,65,2,0
2250,104501,1,62,1,0
2251,104501,2,65,3,0
2252,104501,2,62,1,0
2253,104501,4,41,900451,3
2254,104501,3,65,4,0
2255,104501,3,62,1,0
2257,104501,4,65,4,0
2258,104501,4,62,2,0
2259,104502,1,61,1,0
2260,104502,1,62,1,0
2261,104502,1,64,1,0
2262,104502,2,61,2,0
2263,104502,2,62,1,0
2264,104502,2,64,1,0
2265,104502,4,41,910451,3
2266,104502,3,61,2,0
2267,104502,3,62,2,0
2268,104502,3,64,1,0
2270,104502,4,61,2,0
2271,104502,4,62,2,0
2272,104502,4,64,2,0
2273,104601,1,61,2,0
2274,104601,1,63,1,0
2275,104601,2,61,3,0
2276,104601,2,63,1,0
2277,104601,4,41,900461,3
2278,104601,3,61,4,0
2279,104601,3,63,1,0
2281,104601,4,61,4,0
2282,104601,4,63,2,0
2283,104801,1,64,1,0
2284,104801,1,63,1,0
2285,104801,1,61,1,0
2286,104801,2,64,2,0
2287,104801,2,63,1,0
2288,104801,2,61,1,0
2289,104801,4,41,900481,3
2290,104801,3,64,2,0
2291,104801,3,63,2,0
2292,104801,3,61,1,0
2294,104801,4,64,2,0
2295,104801,4,63,2,0
2296,104801,4,61,2,0
2297,105001,1,64,2,0
2298,105001,1,61,1,0
2299,105001,2,64,3,0
2300,105001,2,61,1,0
2301,105001,4,41,900501,3
2302,105001,3,64,4,0
2303,105001,3,61,1,0
2305,105001,4,64,4,0
2306,105001,4,61,2,0
2307,105101,1,61,2,0
2308,105101,1,63,1,0
2309,105101,2,61,3,0
2310,105101,2,63,1,0
2311,105101,4,41,900511,3
2312,105101,3,61,4,0
2313,105101,3,63,1,0
2315,105101,4,61,4,0
2316,105101,4,63,2,0
2317,105201,1,64,2,0
2318,105201,1,63,1,0
2319,105201,2,64,3,0
2320,105201,2,63,1,0
2321,105201,4,41,900521,3
2322,105201,3,64,4,0
2323,105201,3,63,1,0
2325,105201,4,64,4,0
2326,105201,4,63,2,0
2327,105202,1,63,2,0
2328,105202,1,64,1,0
2329,105202,2,63,3,0
2330,105202,2,64,1,0
2331,105202,4,41,910521,3
2332,105202,3,63,4,0
2333,105202,3,64,1,0
2335,105202,4,63,4,0
2336,105202,4,64,2,0
2337,105301,1,64,1,0
2338,105301,1,63,1,0
2339,105301,1,61,1,0
2340,105301,2,64,2,0
2341,105301,2,63,1,0
2342,105301,2,61,1,0
2343,105301,4,41,900531,3
2344,105301,3,64,2,0
2345,105301,3,63,2,0
2346,105301,3,61,1,0
2348,105301,4,64,2,0
2349,105301,4,63,2,0
2350,105301,4,61,2,0
2351,105601,1,62,2,0
2352,105601,1,63,1,0
2353,105601,2,62,3,0
2354,105601,2,63,1,0
2355,105601,4,41,900561,3
2356,105601,3,62,4,0
2357,105601,3,63,1,0
2359,105601,4,62,4,0
2360,105601,4,63,2,0
2361,105602,1,65,1,0
2362,105602,1,62,1,0
2363,105602,1,64,1,0
2364,105602,2,65,2,0
2365,105602,2,62,1,0
2366,105602,2,64,1,0
2367,105602,4,41,910561,3
2368,105602,3,65,2,0
2369,105602,3,62,2,0
2370,105602,3,64,1,0
2372,105602,4,65,2,0
2373,105602,4,62,2,0
2374,105602,4,64,2,0
2375,105801,1,62,2,0
2376,105801,1,64,1,0
2377,105801,2,62,3,0
2378,105801,2,64,1,0
2379,105801,4,41,900581,3
2380,105801,3,62,4,0
2381,105801,3,64,1,0
2383,105801,4,62,4,0
2384,105801,4,64,2,0
2385,105901,1,65,2,0
2386,105901,1,61,1,0
2387,105901,2,65,3,0
2388,105901,2,61,1,0
2389,105901,4,41,900591,3
2390,105901,3,65,4,0
2391,105901,3,61,1,0
2393,105901,4,65,4,0
2394,105901,4,61,2,0
2395,106001,1,63,2,0
2396,106001,1,65,1,0
2397,106001,2,63,3,0
2398,106001,2,65,1,0
2399,106001,4,41,900601,3
2400,106001,3,63,4,0
2401,106001,3,65,1,0
2403,106001,4,63,4,0
2404,106001,4,65,2,0
2405,106002,1,65,1,0
2406,106002,1,63,1,0
2407,106002,1,62,1,0
2408,106002,2,65,2,0
2409,106002,2,63,1,0
2410,106002,2,62,1,0
2411,106002,4,41,910601,3
2412,106002,3,65,2,0
2413,106002,3,63,2,0
2414,106002,3,62,1,0
2416,106002,4,65,2,0
2417,106002,4,63,2,0
2418,106002,4,62,2,0
2419,106101,1,63,2,0
2420,106101,1,64,1,0
2421,106101,2,63,3,0
2422,106101,2,64,1,0
2423,106101,4,41,900611,3
2424,106101,3,63,4,0
2425,106101,3,64,1,0
2427,106101,4,63,4,0
2428,106101,4,64,2,0
2429,106102,1,64,1,0
2430,106102,1,61,1,0
2431,106102,1,63,1,0
2432,106102,2,64,2,0
2433,106102,2,61,1,0
2434,106102,2,63,1,0
2435,106102,4,41,910611,3
2436,106102,3,64,2,0
2437,106102,3,61,2,0
2438,106102,3,63,1,0
2440,106102,4,64,2,0
2441,106102,4,61,2,0
2442,106102,4,63,2,0
2443,106201,1,62,2,0
2444,106201,1,65,1,0
2445,106201,2,62,3,0
2446,106201,2,65,1,0
2447,106201,4,41,900621,3
2448,106201,3,62,4,0
2449,106201,3,65,1,0
2451,106201,4,62,4,0
2452,106201,4,65,2,0
2453,106401,1,62,1,0
2454,106401,1,61,1,0
2455,106401,1,65,1,0
2456,106401,2,62,2,0
2457,106401,2,61,1,0
2458,106401,2,65,1,0
2459,106401,4,41,900641,3
2460,106401,3,62,2,0
2461,106401,3,61,2,0
2462,106401,3,65,1,0
2464,106401,4,62,2,0
2465,106401,4,61,2,0
2466,106401,4,65,2,0
2467,106701,1,65,2,0
2468,106701,1,62,1,0
2469,106701,2,65,3,0
2470,106701,2,62,1,0
2471,106701,4,41,900671,3
2472,106701,3,65,4,0
2473,106701,3,62,1,0
2475,106701,4,65,4,0
2476,106701,4,62,2,0
2477,106801,1,61,2,0
2478,106801,1,62,1,0
2479,106801,2,61,3,0
2480,106801,2,62,1,0
2481,106801,4,41,900681,3
2482,106801,3,61,4,0
2483,106801,3,62,1,0
2485,106801,4,61,4,0
2486,106801,4,62,2,0
2487,106901,1,64,1,0
2488,106901,1,65,1,0
2489,106901,1,61,1,0
2490,106901,2,64,2,0
2491,106901,2,65,1,0
2492,106901,2,61,1,0
2493,106901,4,41,900691,3
2494,106901,3,64,2,0
2495,106901,3,65,2,0
2496,106901,3,61,1,0
2498,106901,4,64,2,0
2499,106901,4,65,2,0
2500,106901,4,61,2,0
2501,107101,1,65,2,0
2502,107101,1,61,1,0
2503,107101,2,65,3,0
2504,107101,2,61,1,0
2505,107101,4,41,900711,3
2506,107101,3,65,4,0
2507,107101,3,61,1,0
2509,107101,4,65,4,0
2510,107101,4,61,2,0
2511,107201,1,63,2,0
2512,107201,1,64,1,0
2513,107201,2,63,3,0
2514,107201,2,64,1,0
2515,107201,4,41,900721,3
2516,107201,3,63,4,0
2517,107201,3,64,1,0
2519,107201,4,63,4,0
2520,107201,4,64,2,0
2521,107401,1,62,1,0
2522,107401,1,65,1,0
2523,107401,1,64,1,0
2524,107401,2,62,2,0
2525,107401,2,65,1,0
2526,107401,2,64,1,0
2527,107401,4,41,900741,3
2528,107401,3,62,2,0
2529,107401,3,65,2,0
2530,107401,3,64,1,0
2532,107401,4,62,2,0
2533,107401,4,65,2,0
2534,107401,4,64,2,0
2535,101002,1,41,910101,1
2536,101002,2,41,910101,2
2537,101002,1,63,3,0
2538,101002,3,41,910101,2
2539,101002,2,63,4,0
2540,101002,4,41,910101,3
2541,101002,3,63,5,0
2543,101002,4,63,6,0
2544,105902,1,41,910591,1
2545,105902,2,41,910591,2
2546,105902,1,61,2,0
2547,105902,1,65,1,0
2549,105902,3,41,910591,2
2550,105902,2,61,3,0
2551,105902,2,65,1,0
2553,105902,4,41,910591,3
2554,105902,3,61,4,0
2555,105902,3,65,1,0
2558,105902,4,61,4,0
2559,105902,4,65,2,0
2561,20216,1,41,202161,1
2562,20216,2,41,202161,2
2563,20216,3,41,202161,3
2564,20216,4,41,202161,4
2565,20216,5,41,202161,5
2566,103601,1,65,3,0
2567,103601,2,65,4,0
2568,103601,4,41,900361,3
2569,103601,3,65,5,0
2571,103601,4,65,6,0
2572,20217,1,41,202172,1
2573,20217,2,41,202172,2
2574,20217,3,41,202172,3
2575,20217,4,41,202172,4
2576,20217,5,41,202172,5
2577,30004,1,1,10,0
2578,30004,1,4,10,0
2579,30004,2,1,20,0
2580,30004,2,4,20,0
2581,30004,3,1,30,0
2582,30004,3,4,30,0
2583,100702,1,41,910071,1
2584,100702,2,41,910071,2
2585,100702,1,63,2,0
2586,100702,1,65,1,0
2587,100702,3,41,910071,2
2588,100702,2,63,3,0
2589,100702,2,65,1,0
2590,100702,4,41,910071,3
2591,100702,3,63,4,0
2592,100702,3,65,1,0
2594,100702,4,63,4,0
2595,100702,4,65,2,0
2596,101303,1,41,920131,1
2597,101303,2,41,920131,2
2598,101303,1,65,1,0
2599,101303,1,61,1,0
2600,101303,1,62,1,0
2601,101303,3,41,920131,2
2602,101303,2,65,2,0
2603,101303,2,61,1,0
2604,101303,2,62,1,0
2605,101303,4,41,920131,3
2606,101303,3,65,2,0
2607,101303,3,61,2,0
2608,101303,3,62,1,0
2610,101303,4,65,2,0
2611,101303,4,61,2,0
2612,101303,4,62,2,0
2613,100103,1,41,920011,1
2614,100103,2,41,920011,2
2615,100103,1,61,1,0
2616,100103,1,65,1,0
2617,100103,1,62,1,0
2618,100103,3,41,920011,2
2619,100103,2,61,2,0
2620,100103,2,65,1,0
2621,100103,2,62,1,0
2622,100103,4,41,920011,3
2623,100103,3,61,2,0
2624,100103,3,65,2,0
2625,100103,3,62,1,0
2627,100103,4,61,2,0
2628,100103,4,65,2,0
2629,100103,4,62,2,0
2630,20219,1,41,202192,1
2631,20219,2,41,202192,2
2632,20219,3,41,202192,3
2633,20219,4,41,202192,4
2634,20219,5,41,202192,5
2635,109801,1,41,900981,1
2636,109801,2,41,900981,2
2637,109801,1,65,2,0
2638,109801,1,63,1,0
2639,109801,3,41,900981,2
2640,109801,2,65,3,0
2641,109801,2,63,1,0
2642,109801,4,41,900981,3
2643,109801,3,65,4,0
2644,109801,3,63,1,0
2646,109801,4,65,4,0
2647,109801,4,63,2,0
2648,104602,1,41,910461,1
2649,104602,1,61,2,0
2650,104602,1,64,1,0
2651,104602,2,41,910461,2
2652,104602,2,61,3,0
2653,104602,2,64,1,0
2654,104602,3,41,910461,2
2655,104602,3,61,4,0
2656,104602,3,64,1,0
2657,104602,4,41,910461,3
2658,104602,4,61,4,0
2659,104602,4,64,2,0
2660,20220,1,41,202202,1
2661,20220,2,41,202202,2
2662,20220,3,41,202202,3
2663,20220,4,41,202202,4
2664,20220,5,41,202202,5
2665,20221,1,41,202212,1
2666,20221,2,41,202212,2
2667,20221,3,41,202212,3
2668,20221,4,41,202212,4
2669,20221,5,41,202212,5
2670,20222,1,41,202222,1
2671,20222,2,41,202222,2
2672,20222,3,41,202222,3
2673,20222,4,41,202222,4
2674,20222,5,41,202222,5
2675,20223,1,41,202232,1
2676,20223,2,41,202232,2
2677,20223,3,41,202232,3
2678,20223,4,41,202232,4
2679,20223,5,41,202232,5
2680,20224,1,41,202242,1
2681,20224,2,41,202242,2
2682,20224,3,41,202242,3
2683,20224,4,41,202242,4
2684,20224,5,41,202242,5
2685,20225,1,41,202252,1
2686,20225,2,41,202252,2
2687,20225,3,41,202252,3
2688,20225,4,41,202252,4
2689,20225,5,41,202252,5
2690,20226,1,41,202262,1
2691,20226,2,41,202262,2
2692,20226,3,41,202262,3
2693,20226,4,41,202262,4
2694,20226,5,41,202262,5
2695,20227,1,41,202272,1
2696,20227,2,41,202272,2
2697,20227,3,41,202272,3
2698,20227,4,41,202272,4
2699,20227,5,41,202272,5
2700,20228,1,41,202282,1
2701,20228,2,41,202282,2
2702,20228,3,41,202282,3
2703,20228,4,41,202282,4
2704,20228,5,41,202282,5
2705,20229,1,41,202292,1
2706,20229,2,41,202292,2
2707,20229,3,41,202292,3
2708,20229,4,41,202292,4
2709,20229,5,41,202292,5
2710,20230,1,41,202302,1
2711,20230,2,41,202302,2
2712,20230,3,41,202302,3
2713,20230,4,41,202302,4
2714,20230,5,41,202302,5
2715,20231,1,41,202312,1
2716,20231,2,41,202312,2
2717,20231,3,41,202312,3
2718,20231,4,41,202312,4
2719,20231,5,41,202312,5
2720,20232,1,41,202322,1
2721,20232,2,41,202322,2
2722,20232,3,41,202322,3
2723,20232,4,41,202322,4
2724,20232,5,41,202322,5
2725,20233,1,41,202332,1
2726,20233,2,41,202332,2
2727,20233,3,41,202332,3
2728,20233,4,41,202332,4
2729,20233,5,41,202332,5
2730,20234,1,41,202343,1
2731,20234,2,41,202343,2
2732,20234,3,41,202343,3
2733,20234,4,41,202343,4
2734,20234,5,41,202343,5
2735,20235,1,41,202352,1
2736,20235,2,41,202352,2
2737,20235,3,41,202352,3
2738,20235,4,41,202352,4
2739,20235,5,41,202352,5
2740,20236,1,41,202362,1
2741,20236,2,41,202362,2
2742,20236,3,41,202362,3
2743,20236,4,41,202362,4
2744,20236,5,41,202362,5
2745,20237,1,41,202372,1
2746,20237,2,41,202372,2
2747,20237,3,41,202372,3
2748,20237,4,41,202372,4
2749,20237,5,41,202372,5
2750,21007,1,41,210072,1
2751,21007,2,41,210072,2
2752,21007,3,41,210072,3
2753,21007,4,41,210072,4
2754,21007,5,41,210072,5
2755,103502,1,41,910351,1
2756,103502,1,63,1,0
2757,103502,1,61,1,0
2758,103502,1,64,1,0
2759,103502,2,41,910351,2
2760,103502,2,63,2,0
2761,103502,2,61,1,0
2762,103502,2,64,1,0
2763,103502,3,41,910351,2
2764,103502,3,63,2,0
2765,103502,3,61,2,0
2766,103502,3,64,1,0
2767,103502,4,41,910351,3
2768,103502,4,63,2,0
2769,103502,4,61,2,0
2770,103502,4,64,2,0
2771,105002,1,41,910501,1
2772,105002,1,65,1,0
2773,105002,1,64,1,0
2774,105002,1,62,1,0
2775,105002,2,41,910501,2
2776,105002,2,65,2,0
2777,105002,2,64,1,0
2778,105002,2,62,1,0
2779,105002,3,41,910501,2
2780,105002,3,65,2,0
2781,105002,3,64,2,0
2782,105002,3,62,1,0
2783,105002,4,41,910501,3
2784,105002,4,65,2,0
2785,105002,4,64,2,0
2786,105002,4,62,2,0
2787,102901,1,64,2,0
2788,102901,1,61,1,0
2789,102901,2,64,3,0
2790,102901,2,61,1,0
2791,102901,3,64,4,0
2792,102901,3,61,1,0
2793,102901,4,64,4,0
2794,102901,4,61,2,0
2795,102901,4,41,900291,3
2796,20238,1,41,202382,1
2797,20238,2,41,202382,2
2798,20238,3,41,202382,3
2799,20238,4,41,202382,4
2800,20238,5,41,202382,5
2801,20239,1,41,202392,1
2802,20239,2,41,202392,2
2803,20239,3,41,202392,3
2804,20239,4,41,202392,4
2805,20239,5,41,202392,5
2806,104201,1,65,2,0
2807,104201,1,61,1,0
2808,104201,2,65,3,0
2809,104201,2,61,1,0
2810,104201,3,65,4,0
2811,104201,3,61,1,0
2812,104201,4,41,900421,3
2813,104201,4,65,4,0
2814,104201,4,61,2,0
2815,20240,1,41,202402,1
2816,20240,2,41,202402,2
2817,20240,3,41,202402,3
2818,20240,4,41,202402,4
2819,20240,5,41,202402,5
2820,10031,1,5,3,0
2821,10031,1,41,202222,1
2822,10031,2,5,6,0
2823,10031,2,41,202222,1
2824,10031,3,5,9,0
2825,10031,3,41,202222,1
2826,10032,1,1,3,0
2827,10032,1,41,202211,1
2828,10032,2,1,6,0
2829,10032,2,41,202211,1
2830,10032,3,1,9,0
2831,10032,3,41,202211,1
2832,10033,1,3,3,0
2833,10033,1,41,202232,1
2834,10033,2,3,6,0
2835,10033,2,41,202232,1
2836,10033,3,3,9,0
2837,10033,3,41,202232,1
2838,10034,1,5,3,0
2839,10034,1,41,202202,1
2840,10034,2,5,6,0
2841,10034,2,41,202202,1
2842,10034,3,5,9,0
2843,10034,3,41,202202,1
2844,101902,1,41,910191,1
2845,101902,1,64,1,0
2846,101902,1,63,1,0
2847,101902,1,61,1,0
2848,101902,2,41,910191,2
2849,101902,2,64,2,0
2850,101902,2,63,1,0
2851,101902,2,61,1,0
2852,101902,3,41,910191,2
2853,101902,3,64,2,0
2854,101902,3,63,2,0
2855,101902,3,61,1,0
2856,101902,4,41,910191,3
2857,101902,4,64,2,0
2858,101902,4,63,2,0
2859,101902,4,61,2,0
2860,105802,1,41,910581,1
2861,105802,1,63,2,0
2862,105802,1,65,1,0
2864,105802,2,41,910581,2
2865,105802,2,63,3,0
2866,105802,2,65,1,0
2868,105802,3,41,910581,2
2869,105802,3,63,4,0
2870,105802,3,65,1,0
2872,105802,4,41,910581,3
2873,105802,4,63,4,0
2874,105802,4,65,2,0
2876,108701,1,41,900871,1
2877,108701,1,61,2,0
2878,108701,1,64,1,0
2879,108701,2,41,900871,2
2880,108701,2,61,3,0
2881,108701,2,64,1,0
2882,108701,3,41,900871,2
2883,108701,3,61,4,0
2884,108701,3,64,1,0
2885,108701,4,41,900871,3
2886,108701,4,61,4,0
2887,108701,4,64,2,0
2888,107801,1,61,1,0
2889,107801,1,65,1,0
2890,107801,1,64,1,0
2891,107801,2,61,2,0
2892,107801,2,65,1,0
2893,107801,2,64,1,0
2894,107801,3,61,2,0
2895,107801,3,65,2,0
2896,107801,3,64,1,0
2897,107801,4,41,900781,3
2898,107801,4,61,2,0
2899,107801,4,65,2,0
2900,107801,4,64,2,0
2901,21008,1,41,210091,1
2902,21008,2,41,210091,2
2903,21008,3,41,210091,3
2904,21008,4,41,210091,4
2905,21008,5,41,210091,5
2906,21009,1,41,210101,1
2907,21009,2,41,210101,2
2908,21009,3,41,210101,3
2909,21009,4,41,210101,4
2910,21009,5,41,210101,5
2911,21010,1,41,210111,1
2912,21010,2,41,210111,2
2913,21010,3,41,210111,3
2914,21010,4,41,210111,4
2915,21010,5,41,210111,5
2916,21011,1,41,210121,1
2917,21011,2,41,210121,2
2918,21011,3,41,210121,3
2919,21011,4,41,210121,4
2920,21011,5,41,210121,5
2921,21012,1,41,210131,1
2922,21012,2,41,210131,2
2923,21012,3,41,210131,3
2924,21012,4,41,210131,4
2925,21012,5,41,210131,5
2926,21013,1,41,210141,1
2927,21013,2,41,210141,2
2928,21013,3,41,210141,3
2929,21013,4,41,210141,4
2930,21013,5,41,210141,5
2931,21014,1,1,2,0
2932,21014,1,41,210091,1
2933,21014,2,1,4,0
2934,21014,2,41,210091,2
2935,21014,3,1,6,0
2936,21014,3,41,210091,3
2937,21014,4,1,8,0
2938,21014,4,41,210091,4
2939,21014,5,1,10,0
2940,21014,5,41,210091,5
2941,21015,1,2,2,0
2942,21015,1,41,210101,1
2943,21015,2,2,4,0
2944,21015,2,41,210101,2
2945,21015,3,2,6,0
2946,21015,3,41,210101,3
2947,21015,4,2,8,0
2948,21015,4,41,210101,4
2949,21015,5,2,10,0
2950,21015,5,41,210101,5
2951,21016,1,3,2,0
2952,21016,1,41,210111,1
2953,21016,2,3,4,0
2954,21016,2,41,210111,2
2955,21016,3,3,6,0
2956,21016,3,41,210111,3
2957,21016,4,3,8,0
2958,21016,4,41,210111,4
2959,21016,5,3,10,0
2960,21016,5,41,210111,5
2961,21017,1,4,2,0
2962,21017,1,41,210121,1
2963,21017,2,4,4,0
2964,21017,2,41,210121,2
2965,21017,3,4,6,0
2966,21017,3,41,210121,3
2967,21017,4,4,8,0
2968,21017,4,41,210121,4
2969,21017,5,4,10,0
2970,21017,5,41,210121,5
2971,21018,1,5,2,0
2972,21018,1,41,210131,1
2973,21018,2,5,4,0
2974,21018,2,41,210131,2
2975,21018,3,5,6,0
2976,21018,3,41,210131,3
2977,21018,4,5,8,0
2978,21018,4,41,210131,4
2979,21018,5,5,10,0
2980,21018,5,41,210131,5
2981,21019,1,6,2,0
2982,21019,1,41,210141,1
2983,21019,2,6,4,0
2984,21019,2,41,210141,2
2985,21019,3,6,6,0
2986,21019,3,41,210141,3
2987,21019,4,6,8,0
2988,21019,4,41,210141,4
2989,21019,5,6,10,0
2990,21019,5,41,210141,5
2991,102102,1,41,910211,1
2992,102102,1,61,1,0
2993,102102,1,62,1,0
2994,102102,1,64,1,0
2995,102102,2,41,910211,2
2996,102102,2,61,2,0
2997,102102,2,62,1,0
2998,102102,2,64,1,0
2999,102102,3,41,910211,2
3000,102102,3,61,2,0
3001,102102,3,62,2,0
3002,102102,3,64,1,0
3003,102102,4,41,910211,3
3004,102102,4,61,2,0
3005,102102,4,62,2,0
3006,102102,4,64,2,0
3007,103402,1,41,910341,1
3008,103402,1,61,1,0
3009,103402,1,63,1,0
3010,103402,1,65,1,0
3011,103402,2,41,910341,2
3012,103402,2,61,2,0
3013,103402,2,63,1,0
3014,103402,2,65,1,0
3015,103402,3,41,910341,2
3016,103402,3,61,2,0
3017,103402,3,63,2,0
3018,103402,3,65,1,0
3019,103402,4,41,910341,3
3020,103402,4,61,2,0
3021,103402,4,63,2,0
3022,103402,4,65,2,0
3023,20241,1,41,202412,1
3024,20241,2,41,202412,2
3025,20241,3,41,202412,3
3026,20241,4,41,202412,4
3027,20241,5,41,202412,5
3028,20242,1,41,202422,1
3029,20242,2,41,202422,2
3030,20242,3,41,202422,3
3031,20242,4,41,202422,4
3032,20242,5,41,202422,5
3033,104901,1,62,1,0
3034,104901,1,63,1,0
3035,104901,1,61,1,0
3036,104901,2,62,2,0
3037,104901,2,63,1,0
3038,104901,2,61,1,0
3039,104901,3,62,2,0
3040,104901,3,63,2,0
3041,104901,3,61,1,0
3042,104901,4,41,900491,3
3043,104901,4,62,2,0
3044,104901,4,63,2,0
3045,104901,4,61,2,0
3046,20243,1,41,202432,1
3047,20243,2,41,202432,2
3048,20243,3,41,202432,3
3049,20243,4,41,202432,4
3050,20243,5,41,202432,5
3051,20244,1,41,202442,1
3052,20244,2,41,202442,2
3053,20244,3,41,202442,3
3054,20244,4,41,202442,4
3055,20244,5,41,202442,5
3056,110001,1,41,901001,1
3057,110001,1,64,2,0
3058,110001,1,65,1,0
3059,110001,2,41,901001,2
3060,110001,2,64,3,0
3061,110001,2,65,1,0
3062,110001,3,41,901001,2
3063,110001,3,64,4,0
3064,110001,3,65,1,0
3065,110001,4,41,901001,3
3066,110001,4,64,4,0
3067,110001,4,65,2,0
3068,100802,1,41,910081,1
3069,100802,1,61,2,0
3070,100802,1,64,1,0
3071,100802,2,41,910081,2
3072,100802,2,61,3,0
3073,100802,2,64,1,0
3074,100802,3,41,910081,2
3075,100802,3,61,4,0
3076,100802,3,64,1,0
3077,100802,4,41,910081,3
3078,100802,4,61,4,0
3079,100802,4,64,2,0
3080,100902,1,41,910091,1
3081,100902,1,61,2,0
3082,100902,1,65,1,0
3083,100902,2,41,910091,2
3084,100902,2,61,3,0
3085,100902,2,65,1,0
3086,100902,3,41,910091,2
3087,100902,3,61,4,0
3088,100902,3,65,1,0
3089,100902,4,41,910091,3
3090,100902,4,61,4,0
3091,100902,4,65,2,0
3092,104701,1,65,2,0
3093,104701,1,62,1,0
3094,104701,2,65,3,0
3095,104701,2,62,1,0
3096,104701,3,65,4,0
3097,104701,3,62,1,0
3098,104701,4,41,900471,3
3099,104701,4,65,4,0
3100,104701,4,62,2,0
3101,21020,1,41,210082,1
3102,21020,2,41,210082,2
3103,21020,3,41,210082,3
3104,21020,4,41,210082,4
3105,21020,5,41,210082,5
3106,21021,1,1,2,0
3107,21021,1,41,210012,1
3108,21021,2,1,4,0
3109,21021,2,41,210012,2
3110,21021,3,1,6,0
3111,21021,3,41,210012,3
3112,21021,4,1,8,0
3113,21021,4,41,210012,4
3114,21021,5,1,10,0
3115,21021,5,41,210012,5
3116,21022,1,2,2,0
3117,21022,1,41,210022,1
3118,21022,2,2,4,0
3119,21022,2,41,210022,2
3120,21022,3,2,6,0
